iter	Passed	Remaining
492	716	737
493	718	735
494	719	734
495	735	747
496	737	746
497	740	746
498	743	746
499	746	746
500	749	746
501	751	745
502	753	744
503	755	743
504	756	741
505	758	740
506	759	738
507	760	736
508	762	735
509	763	733
510	767	734
511	768	732
512	769	730
513	770	728
514	771	727
515	773	725
516	775	724
517	776	722
518	777	720
519	778	719
520	780	717
521	781	715
522	782	713
523	784	712
524	787	712
525	788	710
526	789	709
527	791	707
528	792	705
529	793	703
530	795	702
531	799	702
532	800	701
533	802	700
534	803	698
535	804	696
536	806	695
537	807	693
538	809	692
539	810	690
540	811	688
541	812	686
542	813	684
543	814	683
544	818	683
545	819	681
546	821	680
547	822	678
548	823	676
549	824	674
550	826	673
551	827	671
552	828	669
553	830	668
554	831	666
555	833	665
556	834	663
557	836	662
558	837	660
559	838	659
560	840	657
561	841	655
562	842	653
563	843	652
564	846	651
565	847	649
566	848	648
567	850	646
568	851	644
569	852	643
570	853	641
571	854	639
572	857	638
573	858	637
574	859	635
575	861	633
576	862	632
577	863	630
578	865	628
579	866	627
580	869	627
581	871	625
582	872	624
583	873	622
584	874	620
585	876	619
586	877	617
587	878	615
588	880	614
589	881	612
590	882	610
591	883	609
592	884	607
593	886	605
594	888	604
595	889	602
596	890	601
597	892	600
598	894	598
599	895	597
600	897	595
601	901	596
602	903	594
603	904	592
604	905	591
605	906	589
606	908	588
607	909	586
608	911	585
609	912	583
610	913	581
611	915	580
612	917	578
613	918	577
614	919	575
615	921	574
616	922	572
617	923	570
618	924	568
619	925	567
620	927	566
621	930	565
622	931	563
623	932	562
624	933	560
625	934	558
626	935	556
627	937	555
628	938	553
629	940	552
630	941	550
631	943	549
632	944	547
633	945	545
634	946	544
635	948	542
636	949	541
637	951	539
638	952	538
639	954	536
640	955	535
641	956	533
642	957	531
643	959	530
644	961	529
645	962	527
646	963	525
647	965	524
648	966	522
649	967	520
650	969	519
651	971	518
652	973	517
653	974	515
654	975	513
655	976	512
656	978	510
657	979	509
658	981	507
659	984	507
660	985	505
661	986	503
662	988	502
663	989	500
664	991	499
665	992	497
666	993	495
667	994	494
668	995	492
669	996	490
670	997	489
671	999	487
672	1001	486
673	1004	485
674	1005	484
675	1006	482
676	1007	480
677	1009	479
678	1010	477
679	1012	476
680	1013	474
681	1015	473
682	1016	471
683	1017	470
684	1018	468
685	1019	466
686	1021	465
687	1022	463
688	1024	462
689	1025	460
690	1026	459
691	1027	457
692	1028	455
693	1030	454
694	1031	452
695	1033	451
696	1034	449
697	1036	448
698	1037	446
699	1039	445
700	1040	443
701	1041	442
702	1043	440
703	1044	439
704	1045	437
705	1047	436
706	1048	434
707	1049	432
708	1051	431
709	1052	429
710	1056	429
711	1057	427
712	1058	426
713	1059	424
714	1060	422
715	1062	421
716	1063	419
717	1065	418
718	1066	416
719	1067	415
720	1068	413
721	1068	411
722	1070	409
723	1071	408
724	1072	406
725	1074	405
726	1075	403
727	1076	402
728	1078	400
729	1079	399
730	1080	397
731	1082	396
732	1083	394
733	1085	393
734	1086	391
735	1088	390
736	1089	388
737	1090	387
738	1092	385
739	1093	384
740	1094	382
741	1095	381
742	1097	379
743	1098	377
744	1099	376
745	1100	374
746	1102	373
747	1103	371
748	1104	370
749	1105	368
750	1106	367
751	1108	365
752	1109	363
753	1110	362
754	1112	360
755	1113	359
756	1115	357
757	1116	356
758	1117	354
759	1118	353
760	1120	351
761	1121	350
762	1125	349
763	1127	348
764	1128	346
765	1130	345
766	1132	343
767	1133	342
768	1135	340
769	1136	339
770	1138	338
771	1140	336
772	1141	335
773	1143	333
774	1144	332
775	1145	330
776	1146	329
777	1148	327
778	1149	326
779	1151	324
780	1152	323
781	1154	321
782	1155	320
783	1156	318
784	1158	317
785	1160	316
786	1162	314
787	1164	313
788	1166	311
789	1169	310
790	1170	309
791	1172	307
792	1172	306
793	1175	304
794	1177	303
795	1178	302
796	1180	300
797	1181	299
798	1183	297
799	1184	296
800	1186	294
801	1187	293
802	1188	291
803	1190	290
804	1191	288
805	1193	287
806	1194	285
807	1195	284
808	1196	282
809	1197	280
810	1198	279
811	1200	277
812	1204	277
813	1205	275
814	1207	274
815	1208	272
816	1209	270
817	1210	269
818	1212	267
819	1213	266
820	1215	264
821	1216	263
822	1217	261
823	1218	260
824	1219	258
825	1221	257
826	1222	255
827	1224	254
828	1225	252
829	1227	251
830	1228	249
831	1229	248
832	1230	246
833	1234	245
834	1235	244
835	1236	242
836	1238	241
837	1239	239
838	1240	238
839	1241	236
840	1243	235
841	1245	233
842	1246	232
843	1247	230
844	1248	229
845	1250	227
846	1251	226
847	1253	224
848	1255	223
849	1256	221
850	1257	220
851	1258	218
852	1260	217
853	1261	215
854	1262	214
855	1263	212
856	1265	211
857	1266	209
858	1267	208
859	1268	206
860	1269	204
861	1271	203
862	1272	202
863	1274	200
864	1275	199
865	1277	197
866	1278	196
867	1279	194
868	1280	193
869	1284	191
870	1285	190
871	1287	188
872	1288	187
873	1289	185
874	1291	184
875	1292	182
876	1294	181
877	1295	179
878	1296	178
879	1297	176
880	1298	175
881	1299	173
882	1301	172
883	1302	170
884	1303	169
885	1305	167
886	1307	166
887	1308	165
888	1310	163
889	1314	162
890	1315	160
891	1317	159
892	1320	158
893	1327	157
894	1331	156
895	1335	154
896	1337	153
897	1340	152
898	1356	152
899	1358	150
900	1360	149
901	1363	148
902	1367	146
903	1374	145
904	1376	144
905	1378	142
906	1391	142
907	1394	141
908	1400	140
909	1402	138
910	1404	137
911	1405	135
912	1408	134
913	1410	132
914	1413	131
915	1414	129
916	1416	128
917	1419	126
918	1421	125
919	1424	123
920	1426	122
921	1427	120
922	1429	119
923	1431	117
924	1433	116
925	1434	114
926	1436	113
927	1440	111
928	1442	110
929	1443	108
930	1445	107
931	1446	105
932	1449	104
933	1450	102
934	1452	100
935	1453	99
936	1454	97
937	1457	96
938	1459	94
939	1460	93
940	1462	91
941	1463	90
942	1464	88
943	1466	86
944	1468	85
945	1469	83
946	1470	82
947	1472	80
948	1473	79
949	1474	77
950	1476	76
951	1477	74
952	1479	72
953	1480	71
954	1481	69
955	1483	68
956	1486	66
957	1488	65
958	1490	63
959	1491	62
960	1492	60
961	1494	59
962	1496	57
963	1497	55
964	1499	54
965	1500	52
966	1504	51
967	1505	49
968	1509	48
969	1512	46
970	1514	45
971	1515	43
972	1517	42
973	1518	40
974	1520	38
975	1522	37
976	1526	35
977	1529	34
978	1530	32
979	1533	31
980	1536	29
981	1537	28
982	1539	26
983	1540	25
984	1544	23
985	1545	21
986	1547	20
987	1548	18
988	1550	17
989	1551	15
990	1552	14
991	1556	12
992	1557	10
993	1559	9
994	1562	7
995	1564	6
996	1565	4
997	1568	3
998	1572	1
999	1578	0
